11990.44199,6.93E-28,0.001969,0.0847,0.472,505.7287,0.62,-0.027
11990.45668,4.26E-26,0.0006465,0.0898,0.4,285.2193,0.71,-0.014077
11990.52113,1.68E-28,0.0001991,0.1054,0.509,23.7549,0.71,-0.004378
11990.85059,2.71E-29,7.72E-05,0.0898,0.434,204.7559,0.69,-0.010698
11990.86475,2.84E-29,8.81E-06,0.082,0.333,1131.7755,0.57,-0.021106
11991.052,9.73E-28,4.04E-05,0.0509,0.333,744.0225,0.57,-0.01791
11991.15804,5.90E-26,0.0007626,0.0731,0.407,704.214,0.61,-0.011401
11991.16048,1.46E-28,0.0008169,0.0836,0.4,645.3825,0.62,-0.023303
11991.45535,1.01E-28,0.002433,0.0999,0.412,1922.9004,0.7,-0.020611
11991.5378,1.36E-29,1.89E-05,0.0918,0.3,324.0467,0.67,-0.0109
11991.68695,3.11E-26,0.005164,0.0565,0.278,1255.1666,0.57,-0.02104
11991.70653,2.10E-29,5.26E-05,0.0949,0.371,445.3462,0.66,-0.012742
11992.1825,6.98E-29,1.48E-06,0.0942,0.391,742.0763,0.67,-0.022188
11992.22473,1.71E-28,0.0008739,0.0917,0.549,325.2157,0.67,-0.02005
11992.3594,3.93E-29,0.005772,0.0776,0.371,2399.3093,0.61,-0.010859
11992.44421,2.38E-28,8.96E-05,0.0571,0.298,1446.1279,0.51,-0.028853
11992.48805,1.54E-29,0.002073,0.0843,0.3,1355.1995,0.66,-0.025607
11992.57219,1.62E-25,0.005922,0.0563,0.335,888.5986,0.62,-0.019478
11992.59387,4.53E-27,0.03009,0.0731,0.114,604.7928,0.67,-0.020499
11992.5974,1.04E-29,0.01344,0.049,0.298,1862.5114,0.51,-0.0009
11992.66528,8.03E-26,0.001752,0.0843,0.401,782.4098,0.69,-0.016767
11992.68666,3.78E-28,1.67E-05,0.0723,0.333,1006.1157,0.56,-0.030191
11992.74938,5.39E-26,0.005912,0.0576,0.4,888.6326,0.62,-0.018724
11992.75199,1.25E-29,6.88E-05,0.0931,0.391,1920.7657,0.62,-0.009593
11992.78574,5.91E-25,0.004994,0.0887,0.425,552.9114,0.62,-0.013638
11992.80707,1.51E-27,0.03009,0.071,0.413,604.5441,0.67,-0.023551
11992.89437,2.00E-28,3.39E-05,0.0858,0.315,1282.9188,0.56,-0.024264
11992.90155,9.54E-27,0.1701,0.0985,0.3,1739.4836,0.71,-0.016539
11993.0053,8.08E-26,0.003999,0.0822,0.3,1006.1161,0.57,-0.009804
11993.17269,1.31E-29,0.0001304,0.0906,0.371,2042.7533,0.62,-0.014582
11993.2338,8.21E-28,0.01575,0.0973,0.412,1875.4694,0.69,-0.012334
11993.33454,1.81E-29,0.002191,0.0886,0.4,1355.1995,0.69,-0.025336
11993.33688,9.16E-27,0.07231,0.0946,0.391,414.1681,0.67,-0.016921
11993.3516,1.01E-28,0.00112,0.1001,0.484,91.3302,0.55,0
11993.4071,3.31E-28,0.0001876,0.0622,0.333,1255.8895,0.57,-0.021704
11993.41698,1.30E-26,0.01103,0.0349,0.3,1590.6901,0.57,-0.01805
11993.41959,3.78E-27,0.009621,0.0317,0.333,1590.6906,0.57,-0.018575
11993.58519,3.14E-24,0.07584,0.0915,0.444,542.9058,0.62,-0.01917
11993.58647,2.03E-28,0.01588,0.0655,0.333,2495.1658,0.57,-0.026143
11993.6082,3.84E-29,0.008781,0.0724,0.333,2490.354,0.57,-0.02342
11993.76593,6.79E-29,0.0001376,0.07,0.281,1813.2227,0.48,-0.022486
11994.0174,1.06E-28,0.001252,0.0973,0.486,156.3822,0.55,0
11994.0449,1.82E-29,2.70E-06,0.0762,0.333,1255.1666,0.56,-0.028896
11994.10439,7.59E-27,6.11E-05,0.0911,0.3,275.4971,0.69,-0.01032
11994.1562,9.93E-28,0.000187,0.0626,0.333,1255.1439,0.41,-0.023896
11994.4056,1.24E-28,7.95E-06,0.0527,0.352,1059.8137,0.57,-0.018903
11994.50012,1.40E-29,0.0001682,0.0821,0.412,380.8181,0.69,-0.0015
11994.50368,9.97E-30,0.0006482,0.0895,0.391,2126.4077,0.67,-0.021291
11994.52972,7.18E-29,6.91E-05,0.0625,0.333,1590.6901,0.57,-0.022529
11994.5958,4.52E-29,8.70E-06,0.0513,0.352,1059.6248,0.57,-0.013925
11994.63814,1.12E-28,3.01E-07,0.0962,0.412,224.8384,0.69,-0.005952
11994.75413,1.11E-28,0.001808,0.077,0.367,604.5441,0.55,-0.016556
11994.8276,7.06E-26,0.003495,0.0705,0.4,1006.1161,0.57,-0.026014
11994.83709,2.48E-29,7.17E-05,0.0622,0.333,1590.6906,0.57,-0.020595
11994.84,3.07E-28,0.003642,0.0973,0.486,156.3822,0.55,0
11994.87662,5.08E-28,1.25E-05,0.0478,0.333,885.6002,0.56,-0.020124
11994.9145,1.06E-28,0.00384,0.0895,0.429,490.4274,0.55,0
11995.09461,3.17E-29,0.0001629,0.1011,0.272,204.7559,0.71,-0.017063
11995.10948,2.35E-25,0.01495,0.0468,0.3,742.073,0.67,-0.025022
11995.12696,5.64E-25,0.01196,0.0621,0.3,742.0762,0.67,-0.021805
11995.24066,9.50E-29,0.001729,0.0981,0.456,1743.4863,0.68,-0.020046
11995.32558,9.48E-27,0.01056,0.0268,0.35,1394.8141,0.61,-0.017735
11995.32581,4.34E-26,0.01611,0.0335,0.35,1394.8141,0.61,-0.020345
11995.3543,2.17E-27,0.02503,0.0971,0.513,29.8086,0.55,0
11995.38643,4.57E-27,0.07524,0.0871,0.391,445.7934,0.67,-0.01483
11995.5068,2.79E-29,0.002798,0.0755,0.352,2572.2805,0.62,-0.019532
11995.60571,1.54E-29,1.71E-05,0.0504,0.352,1394.8141,0.61,-0.020043
11995.64019,3.70E-28,0.002318,0.0996,0.434,1819.3351,0.71,-0.016613
11995.68738,2.48E-29,5.63E-05,0.1026,0.3,36.7487,0.74,-0.01073
11995.70593,2.05E-27,0.08278,0.0809,0.371,445.7192,0.62,-0.023734
11995.73343,6.71E-27,0.002936,0.0857,0.3,1477.2972,0.34,-0.014497
11995.84069,2.59E-27,0.004403,0.0916,0.391,324.0467,0.61,-0.017927
11995.90997,3.56E-25,0.001518,0.0908,0.465,446.5107,0.62,-0.009
11996.0959,1.82E-28,8.93E-05,0.0224,0.265,1557.847,0.39,-0.02208
11996.1011,2.16E-29,0.0001709,0.0871,0.391,414.1681,0.75,-0.010576
11996.17802,6.26E-27,0.08448,0.0787,0.371,446.2449,0.62,-0.023249
